***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5890   5.2100  21.0000   0.7260   7.3286  0.50483E+00  0.50442E+00  0.40912E-03  0.50483E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2200  21.0000   0.7288   7.3426  0.49513E+00  0.49471E+00  0.42021E-03  0.49513E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2300  21.0000   0.7315   7.3567  0.48546E+00  0.48503E+00  0.43181E-03  0.48546E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2400  21.0000   0.7343   7.3708  0.47574E+00  0.47529E+00  0.44393E-03  0.47574E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2500  21.0000   0.7371   7.3848  0.46614E+00  0.46568E+00  0.45662E-03  0.46614E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2600  21.0000   0.7399   7.3989  0.45690E+00  0.45643E+00  0.46989E-03  0.45690E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2700  21.0000   0.7427   7.4130  0.44804E+00  0.44756E+00  0.48380E-03  0.44804E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2800  21.0000   0.7455   7.4270  0.43938E+00  0.43888E+00  0.49837E-03  0.43938E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2900  21.0000   0.7483   7.4411  0.43070E+00  0.43019E+00  0.51364E-03  0.43070E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3000  21.0000   0.7511   7.4552  0.42182E+00  0.42129E+00  0.52965E-03  0.42182E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3100  21.0000   0.7540   7.4692  0.41293E+00  0.41238E+00  0.54645E-03  0.41293E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3200  21.0000   0.7568   7.4833  0.40421E+00  0.40365E+00  0.56409E-03  0.40421E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3300  21.0000   0.7597   7.4974  0.39593E+00  0.39534E+00  0.58261E-03  0.39593E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3400  21.0000   0.7626   7.5114  0.38770E+00  0.38710E+00  0.60208E-03  0.38770E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3500  21.0000   0.7655   7.5255  0.37944E+00  0.37882E+00  0.62254E-03  0.37944E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3600  21.0000   0.7684   7.5396  0.37132E+00  0.37068E+00  0.64406E-03  0.37132E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3700  21.0000   0.7713   7.5536  0.36337E+00  0.36270E+00  0.66670E-03  0.36337E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3800  21.0000   0.7742   7.5677  0.35567E+00  0.35497E+00  0.69054E-03  0.35567E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.3900  21.0000   0.7771   7.5818  0.34793E+00  0.34721E+00  0.71564E-03  0.34793E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4000  21.0000   0.7801   7.5958  0.34005E+00  0.33931E+00  0.74210E-03  0.34005E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4100  21.0000   0.7830   7.6099  0.33197E+00  0.33120E+00  0.76999E-03  0.33197E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4200  21.0000   0.7860   7.6240  0.32374E+00  0.32294E+00  0.79940E-03  0.32374E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4300  21.0000   0.7890   7.6380  0.31540E+00  0.31457E+00  0.83044E-03  0.31540E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4400  21.0000   0.7919   7.6521  0.30769E+00  0.30683E+00  0.86321E-03  0.30769E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4500  21.0000   0.7949   7.6662  0.29985E+00  0.29895E+00  0.89782E-03  0.29985E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4600  21.0000   0.7980   7.6802  0.29171E+00  0.29077E+00  0.93440E-03  0.29171E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4700  21.0000   0.8010   7.6943  0.28277E+00  0.28180E+00  0.97307E-03  0.28277E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4800  21.0000   0.8040   7.7084  0.27369E+00  0.27268E+00  0.10140E-02  0.27369E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.4900  21.0000   0.8071   7.7224  0.26475E+00  0.26369E+00  0.10573E-02  0.26475E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5000  21.0000   0.8101   7.7365  0.25621E+00  0.25510E+00  0.11031E-02  0.25621E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5100  21.0000   0.8132   7.7506  0.24822E+00  0.24706E+00  0.11517E-02  0.24822E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5200  21.0000   0.8163   7.7646  0.24051E+00  0.23931E+00  0.12031E-02  0.24051E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5300  21.0000   0.8194   7.7787  0.23292E+00  0.23166E+00  0.12577E-02  0.23292E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5400  21.0000   0.8225   7.7928  0.22540E+00  0.22409E+00  0.13156E-02  0.22540E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5500  21.0000   0.8256   7.8068  0.21844E+00  0.21706E+00  0.13771E-02  0.21844E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5600  21.0000   0.8287   7.8209  0.21170E+00  0.21025E+00  0.14424E-02  0.21170E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5700  21.0000   0.8319   7.8349  0.20503E+00  0.20352E+00  0.15118E-02  0.20503E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5800  21.0000   0.8350   7.8490  0.19828E+00  0.19670E+00  0.15856E-02  0.19828E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.5900  21.0000   0.8382   7.8631  0.19143E+00  0.18977E+00  0.16641E-02  0.19143E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6000  21.0000   0.8414   7.8771  0.18460E+00  0.18285E+00  0.17477E-02  0.18460E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6100  21.0000   0.8446   7.8912  0.17798E+00  0.17615E+00  0.18367E-02  0.17798E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6200  21.0000   0.8478   7.9053  0.17180E+00  0.16987E+00  0.19316E-02  0.17180E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6300  21.0000   0.8510   7.9193  0.16564E+00  0.16361E+00  0.20329E-02  0.16564E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6400  21.0000   0.8542   7.9334  0.15936E+00  0.15722E+00  0.21409E-02  0.15936E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6500  21.0000   0.8575   7.9475  0.15315E+00  0.15089E+00  0.22563E-02  0.15315E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6600  21.0000   0.8607   7.9615  0.14688E+00  0.14450E+00  0.23796E-02  0.14688E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6700  21.0000   0.8640   7.9756  0.14060E+00  0.13809E+00  0.25114E-02  0.14060E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6800  21.0000   0.8673   7.9897  0.13452E+00  0.13187E+00  0.26525E-02  0.13452E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.6900  21.0000   0.8706   8.0037  0.12873E+00  0.12593E+00  0.28036E-02  0.12873E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7000  21.0000   0.8739   8.0178  0.12343E+00  0.12047E+00  0.29656E-02  0.12343E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7100  21.0000   0.8773   8.0319  0.11850E+00  0.11536E+00  0.31392E-02  0.11850E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7200  21.0000   0.8806   8.0459  0.11383E+00  0.11051E+00  0.33256E-02  0.11383E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7300  21.0000   0.8839   8.0600  0.10938E+00  0.10585E+00  0.35257E-02  0.10938E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7400  21.0000   0.8873   8.0741  0.10505E+00  0.10131E+00  0.37409E-02  0.10505E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7500  21.0000   0.8907   8.0881  0.10077E+00  0.96803E-01  0.39722E-02  0.10077E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7600  21.0000   0.8941   8.1022  0.96610E-01  0.92388E-01  0.42212E-02  0.96610E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7700  21.0000   0.8975   8.1163  0.92458E-01  0.87969E-01  0.44894E-02  0.92458E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7800  21.0000   0.9009   8.1303  0.88629E-01  0.83850E-01  0.47783E-02  0.88629E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.7900  21.0000   0.9044   8.1444  0.85431E-01  0.80341E-01  0.50898E-02  0.85431E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8000  21.0000   0.9078   8.1585  0.82315E-01  0.76889E-01  0.54259E-02  0.82315E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8100  21.0000   0.9113   8.1725  0.79399E-01  0.73611E-01  0.57885E-02  0.79399E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8200  21.0000   0.9148   8.1866  0.76624E-01  0.70444E-01  0.61799E-02  0.76624E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8300  21.0000   0.9183   8.2007  0.73878E-01  0.67276E-01  0.66024E-02  0.73878E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8400  21.0000   0.9218   8.2147  0.71162E-01  0.64104E-01  0.70583E-02  0.71162E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8500  21.0000   0.9253   8.2288  0.68420E-01  0.60870E-01  0.75502E-02  0.68420E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8600  21.0000   0.9289   8.2429  0.65632E-01  0.57551E-01  0.80803E-02  0.65632E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8700  21.0000   0.9324   8.2569  0.62728E-01  0.54076E-01  0.86511E-02  0.62728E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8800  21.0000   0.9360   8.2710  0.59842E-01  0.50578E-01  0.92647E-02  0.59842E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.8900  21.0000   0.9396   8.2851  0.57002E-01  0.47080E-01  0.99225E-02  0.57002E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9000  21.0000   0.9432   8.2991  0.54279E-01  0.43653E-01  0.10626E-01  0.54279E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9100  21.0000   0.9468   8.3132  0.51725E-01  0.40351E-01  0.11375E-01  0.51725E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9200  21.0000   0.9504   8.3273  0.49352E-01  0.37184E-01  0.12167E-01  0.49352E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9300  21.0000   0.9541   8.3413  0.47300E-01  0.34298E-01  0.13002E-01  0.47300E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9400  21.0000   0.9577   8.3554  0.45485E-01  0.31613E-01  0.13871E-01  0.45485E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9500  21.0000   0.9614   8.3695  0.43918E-01  0.29149E-01  0.14769E-01  0.43918E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9600  21.0000   0.9651   8.3835  0.42550E-01  0.26867E-01  0.15683E-01  0.42550E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9700  21.0000   0.9688   8.3976  0.41344E-01  0.24747E-01  0.16597E-01  0.41344E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9800  21.0000   0.9726   8.4117  0.40233E-01  0.22741E-01  0.17493E-01  0.40233E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.9900  21.0000   0.9763   8.4257  0.39235E-01  0.20888E-01  0.18346E-01  0.39235E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0000  21.0000   0.9801   8.4398  0.38297E-01  0.19166E-01  0.19131E-01  0.38297E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0100  21.0000   0.9838   8.4539  0.37425E-01  0.17607E-01  0.19818E-01  0.37425E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0200  21.0000   0.9876   8.4679  0.36503E-01  0.16125E-01  0.20378E-01  0.36503E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0300  21.0000   0.9914   8.4820  0.35513E-01  0.14726E-01  0.20787E-01  0.35513E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0400  21.0000   0.9953   8.4961  0.34480E-01  0.13457E-01  0.21022E-01  0.34480E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0500  21.0000   0.9991   8.5101  0.33293E-01  0.12280E-01  0.21012E-01  0.33293E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0600  21.0000   1.0030   8.5242  0.31997E-01  0.11238E-01  0.20759E-01  0.31997E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0700  21.0000   1.0069   8.5383  0.30572E-01  0.10250E-01  0.20322E-01  0.30572E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0800  21.0000   1.0107   8.5523  0.29083E-01  0.93643E-02  0.19719E-01  0.29083E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.0900  21.0000   1.0147   8.5664  0.27531E-01  0.85591E-02  0.18972E-01  0.27531E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1000  21.0000   1.0186   8.5805  0.25947E-01  0.78346E-02  0.18112E-01  0.25947E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1100  21.0000   1.0225   8.5945  0.24345E-01  0.71767E-02  0.17168E-01  0.24345E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1200  21.0000   1.0265   8.6086  0.22734E-01  0.65623E-02  0.16172E-01  0.22734E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1300  21.0000   1.0305   8.6227  0.21150E-01  0.60001E-02  0.15150E-01  0.21150E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1400  21.0000   1.0345   8.6367  0.19598E-01  0.54715E-02  0.14127E-01  0.19598E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1500  21.0000   1.0385   8.6508  0.18115E-01  0.49937E-02  0.13121E-01  0.18115E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1600  21.0000   1.0425   8.6649  0.16707E-01  0.45588E-02  0.12148E-01  0.16707E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1700  21.0000   1.0466   8.6789  0.15395E-01  0.41771E-02  0.11218E-01  0.15395E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1800  21.0000   1.0507   8.6930  0.14147E-01  0.38089E-02  0.10338E-01  0.14147E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.1900  21.0000   1.0548   8.7071  0.12987E-01  0.34758E-02  0.95115E-02  0.12987E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2000  21.0000   1.0589   8.7211  0.11921E-01  0.31801E-02  0.87405E-02  0.11921E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2100  21.0000   1.0630   8.7352  0.10929E-01  0.29041E-02  0.80248E-02  0.10929E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2200  21.0000   1.0672   8.7493  0.10016E-01  0.26526E-02  0.73630E-02  0.10016E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2300  21.0000   1.0713   8.7633  0.91655E-02  0.24126E-02  0.67529E-02  0.91655E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2400  21.0000   1.0755   8.7774  0.83950E-02  0.22032E-02  0.61918E-02  0.83950E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2500  21.0000   1.0797   8.7915  0.76868E-02  0.20102E-02  0.56766E-02  0.76868E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2600  21.0000   1.0839   8.8055  0.70413E-02  0.18371E-02  0.52042E-02  0.70413E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2700  21.0000   1.0882   8.8196  0.64416E-02  0.16701E-02  0.47715E-02  0.64416E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2800  21.0000   1.0925   8.8337  0.59007E-02  0.15254E-02  0.43753E-02  0.59007E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.2900  21.0000   1.0967   8.8477  0.54005E-02  0.13878E-02  0.40128E-02  0.54005E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3000  21.0000   1.1010   8.8618  0.49398E-02  0.12587E-02  0.36810E-02  0.49398E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3100  21.0000   1.1054   8.8759  0.45204E-02  0.11428E-02  0.33776E-02  0.45204E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3200  21.0000   1.1097   8.8899  0.41360E-02  0.10360E-02  0.31000E-02  0.41360E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3300  21.0000   1.1141   8.9040  0.37881E-02  0.94199E-03  0.28461E-02  0.37881E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3400  21.0000   1.1185   8.9181  0.34673E-02  0.85353E-03  0.26137E-02  0.34673E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3500  21.0000   1.1229   8.9321  0.31814E-02  0.78026E-03  0.24012E-02  0.31814E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3600  21.0000   1.1273   8.9462  0.29419E-02  0.73522E-03  0.22066E-02  0.29419E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3700  21.0000   1.1317   8.9603  0.27193E-02  0.69063E-03  0.20286E-02  0.27193E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3800  21.0000   1.1362   8.9743  0.25106E-02  0.64484E-03  0.18657E-02  0.25106E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.3900  21.0000   1.1407   8.9884  0.23248E-02  0.60823E-03  0.17166E-02  0.23248E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4000  21.0000   1.1452   9.0025  0.21509E-02  0.57076E-03  0.15801E-02  0.21509E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4100  21.0000   1.1498   9.0165  0.19922E-02  0.53703E-03  0.14551E-02  0.19922E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4200  21.0000   1.1543   9.0306  0.18440E-02  0.50324E-03  0.13408E-02  0.18440E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4300  21.0000   1.1589   9.0447  0.17087E-02  0.47265E-03  0.12360E-02  0.17087E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4400  21.0000   1.1635   9.0587  0.15842E-02  0.44405E-03  0.11402E-02  0.15842E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4500  21.0000   1.1681   9.0728  0.14673E-02  0.41487E-03  0.10524E-02  0.14673E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4600  21.0000   1.1728   9.0869  0.13621E-02  0.39003E-03  0.97208E-03  0.13621E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4700  21.0000   1.1774   9.1009  0.12643E-02  0.36578E-03  0.89852E-03  0.12643E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4800  21.0000   1.1821   9.1150  0.11724E-02  0.34124E-03  0.83118E-03  0.11724E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.4900  21.0000   1.1868   9.1291  0.10897E-02  0.32015E-03  0.76952E-03  0.10897E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5000  21.0000   1.1916   9.1431  0.10147E-02  0.30168E-03  0.71305E-03  0.10147E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5100  21.0000   1.1963   9.1572  0.94521E-03  0.28387E-03  0.66134E-03  0.94521E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5200  21.0000   1.2011   9.1713  0.88010E-03  0.26613E-03  0.61397E-03  0.88010E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5300  21.0000   1.2059   9.1853  0.81878E-03  0.24821E-03  0.57056E-03  0.81878E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5400  21.0000   1.2107   9.1994  0.76214E-03  0.23136E-03  0.53078E-03  0.76214E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5500  21.0000   1.2156   9.2135  0.71212E-03  0.21783E-03  0.49430E-03  0.71212E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5600  21.0000   1.2205   9.2275  0.66577E-03  0.20494E-03  0.46083E-03  0.66577E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5700  21.0000   1.2254   9.2416  0.62224E-03  0.19215E-03  0.43010E-03  0.62224E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5800  21.0000   1.2303   9.2556  0.58112E-03  0.17926E-03  0.40186E-03  0.58112E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.5900  21.0000   1.2352   9.2697  0.54184E-03  0.16594E-03  0.37590E-03  0.54184E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.6000  21.0000   1.2402   9.2838  0.50675E-03  0.15474E-03  0.35201E-03  0.50675E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.6100  21.0000   1.2452   9.2978  0.47536E-03  0.14537E-03  0.32999E-03  0.47536E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.6200  21.0000   1.2502   9.3119  0.44574E-03  0.13606E-03  0.30968E-03  0.44574E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   6.6300  21.0000   1.2553   9.3260  0.41727E-03  0.12635E-03  0.29091E-03  0.41727E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
