                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.7800  21.0000  0.32349E+01  0.32349E+01  0.00000E+00  0.00000E+00  0.32349E+01  0.00000E+00  0.00000E+00
   10.5890   3.7900  21.0000  0.32121E+01  0.32121E+01  0.00000E+00  0.00000E+00  0.32121E+01  0.00000E+00  0.00000E+00
   10.5890   3.8000  21.0000  0.31892E+01  0.31892E+01  0.00000E+00  0.00000E+00  0.31892E+01  0.00000E+00  0.00000E+00
   10.5890   3.8100  21.0000  0.31664E+01  0.31664E+01  0.00000E+00  0.00000E+00  0.31664E+01  0.00000E+00  0.00000E+00
   10.5890   3.8200  21.0000  0.31436E+01  0.31436E+01  0.00000E+00  0.00000E+00  0.31436E+01  0.00000E+00  0.00000E+00
   10.5890   3.8300  21.0000  0.31207E+01  0.31207E+01  0.00000E+00  0.00000E+00  0.31207E+01  0.00000E+00  0.00000E+00
   10.5890   3.8400  21.0000  0.30979E+01  0.30979E+01  0.00000E+00  0.00000E+00  0.30979E+01  0.00000E+00  0.00000E+00
   10.5890   3.8500  21.0000  0.30750E+01  0.30750E+01  0.00000E+00  0.00000E+00  0.30750E+01  0.00000E+00  0.00000E+00
   10.5890   3.8600  21.0000  0.30520E+01  0.30520E+01  0.00000E+00  0.00000E+00  0.30520E+01  0.00000E+00  0.00000E+00
   10.5890   3.8700  21.0000  0.30291E+01  0.30291E+01  0.00000E+00  0.00000E+00  0.30291E+01  0.00000E+00  0.00000E+00
   10.5890   3.8800  21.0000  0.30062E+01  0.30062E+01  0.00000E+00  0.00000E+00  0.30062E+01  0.00000E+00  0.00000E+00
   10.5890   3.8900  21.0000  0.29832E+01  0.29832E+01  0.00000E+00  0.00000E+00  0.29832E+01  0.00000E+00  0.00000E+00
   10.5890   3.9000  21.0000  0.29603E+01  0.29603E+01  0.00000E+00  0.00000E+00  0.29603E+01  0.00000E+00  0.00000E+00
   10.5890   3.9100  21.0000  0.29373E+01  0.29373E+01  0.00000E+00  0.00000E+00  0.29373E+01  0.00000E+00  0.00000E+00
